yr,r,source,units,value
2013,me,gas,million metric tons of carbon dioxide,3.5
2013,md,gas,million metric tons of carbon dioxide,11.0
2013,ma,gas,million metric tons of carbon dioxide,24.1
2013,mi,gas,million metric tons of carbon dioxide,44.1
2013,mn,gas,million metric tons of carbon dioxide,25.4
2013,ms,gas,million metric tons of carbon dioxide,22.7
2013,mo,gas,million metric tons of carbon dioxide,14.9
2013,mt,gas,million metric tons of carbon dioxide,4.4
2013,ne,gas,million metric tons of carbon dioxide,9.5
2013,nv,gas,million metric tons of carbon dioxide,15.0
2013,nh,gas,million metric tons of carbon dioxide,3.0
2013,nj,gas,million metric tons of carbon dioxide,37.8
2013,nm,gas,million metric tons of carbon dioxide,13.4
2013,ny,gas,million metric tons of carbon dioxide,70.1
2013,nc,gas,million metric tons of carbon dioxide,23.6
2013,nd,gas,million metric tons of carbon dioxide,4.4
2013,oh,gas,million metric tons of carbon dioxide,50.2
2013,ok,gas,million metric tons of carbon dioxide,36.2
2013,or,gas,million metric tons of carbon dioxide,13.0
2013,pa,gas,million metric tons of carbon dioxide,60.8
2013,ri,gas,million metric tons of carbon dioxide,4.7
2013,sc,gas,million metric tons of carbon dioxide,12.6
2013,sd,gas,million metric tons of carbon dioxide,4.5
2013,tn,gas,million metric tons of carbon dioxide,15.2
2013,tx,gas,million metric tons of carbon dioxide,209.2
2013,ut,gas,million metric tons of carbon dioxide,13.7
2013,vt,gas,million metric tons of carbon dioxide,0.5
2013,va,gas,million metric tons of carbon dioxide,23.0
2013,wa,gas,million metric tons of carbon dioxide,17.4
2013,wv,gas,million metric tons of carbon dioxide,8.0
2013,wi,gas,million metric tons of carbon dioxide,23.9
2013,wy,gas,million metric tons of carbon dioxide,8.3
2013,us,gas,million metric tons of carbon dioxide,1409.0
1997,al,oil,million metric tons of carbon dioxide,34.7
1997,ak,oil,million metric tons of carbon dioxide,18.3
1997,az,oil,million metric tons of carbon dioxide,29.3
1997,ar,oil,million metric tons of carbon dioxide,22.2
1997,ca,oil,million metric tons of carbon dioxide,228.7
1997,co,oil,million metric tons of carbon dioxide,24.5
1997,ct,oil,million metric tons of carbon dioxide,30.6
1997,de,oil,million metric tons of carbon dioxide,9.5
1997,dc,oil,million metric tons of carbon dioxide,2.3
1997,fl,oil,million metric tons of carbon dioxide,118.7
1997,ga,oil,million metric tons of carbon dioxide,64.4
1997,hi,oil,million metric tons of carbon dioxide,16.8
1997,id,oil,million metric tons of carbon dioxide,9.5
1997,il,oil,million metric tons of carbon dioxide,76.4
1997,in,oil,million metric tons of carbon dioxide,53.9
1997,ia,oil,million metric tons of carbon dioxide,22.6
1997,ks,oil,million metric tons of carbon dioxide,24.4
1997,ky,oil,million metric tons of carbon dioxide,37.3
1997,la,oil,million metric tons of carbon dioxide,108.0
1997,me,oil,million metric tons of carbon dioxide,18.6
1997,md,oil,million metric tons of carbon dioxide,33.3
1997,ma,oil,million metric tons of carbon dioxide,52.3
1997,mi,oil,million metric tons of carbon dioxide,65.0
1997,mn,oil,million metric tons of carbon dioxide,40.5
1997,ms,oil,million metric tons of carbon dioxide,29.4
1997,mo,oil,million metric tons of carbon dioxide,47.2
1997,mt,oil,million metric tons of carbon dioxide,11.0
1997,ne,oil,million metric tons of carbon dioxide,15.7
1997,nv,oil,million metric tons of carbon dioxide,15.1
1997,nh,oil,million metric tons of carbon dioxide,11.3
1997,nj,oil,million metric tons of carbon dioxide,76.4
1997,nm,oil,million metric tons of carbon dioxide,14.8
1997,ny,oil,million metric tons of carbon dioxide,102.5
1997,nc,oil,million metric tons of carbon dioxide,58.9
1997,nd,oil,million metric tons of carbon dioxide,7.9
1997,oh,oil,million metric tons of carbon dioxide,78.8
1997,ok,oil,million metric tons of carbon dioxide,31.6
1997,or,oil,million metric tons of carbon dioxide,24.2
1997,pa,oil,million metric tons of carbon dioxide,90.4
1997,ri,oil,million metric tons of carbon dioxide,7.2
1997,sc,oil,million metric tons of carbon dioxide,29.1
1997,sd,oil,million metric tons of carbon dioxide,7.2
1997,tn,oil,million metric tons of carbon dioxide,42.8
1997,tx,oil,million metric tons of carbon dioxide,292.0
1997,ut,oil,million metric tons of carbon dioxide,16.5
1997,vt,oil,million metric tons of carbon dioxide,5.8
1997,va,oil,million metric tons of carbon dioxide,55.5
1997,wa,oil,million metric tons of carbon dioxide,57.1
1997,wv,oil,million metric tons of carbon dioxide,13.5
1997,wi,oil,million metric tons of carbon dioxide,36.1
1997,wy,oil,million metric tons of carbon dioxide,9.0
1997,us,oil,million metric tons of carbon dioxide,2328.8
1998,al,oil,million metric tons of carbon dioxide,34.7
1998,ak,oil,million metric tons of carbon dioxide,18.5
1998,az,oil,million metric tons of carbon dioxide,31.4
1998,ar,oil,million metric tons of carbon dioxide,22.4
1998,ca,oil,million metric tons of carbon dioxide,228.2
1998,co,oil,million metric tons of carbon dioxide,25.7
1998,ct,oil,million metric tons of carbon dioxide,30.1
1998,de,oil,million metric tons of carbon dioxide,9.5
1998,dc,oil,million metric tons of carbon dioxide,2.4
1998,fl,oil,million metric tons of carbon dioxide,132.8
1998,ga,oil,million metric tons of carbon dioxide,65.7
1998,hi,oil,million metric tons of carbon dioxide,17.1
1998,id,oil,million metric tons of carbon dioxide,9.4
1998,il,oil,million metric tons of carbon dioxide,75.7
1998,in,oil,million metric tons of carbon dioxide,54.7
1998,ia,oil,million metric tons of carbon dioxide,24.5
1998,ks,oil,million metric tons of carbon dioxide,24.3
1998,ky,oil,million metric tons of carbon dioxide,38.8
1998,la,oil,million metric tons of carbon dioxide,103.2
1998,me,oil,million metric tons of carbon dioxide,18.4
1998,md,oil,million metric tons of carbon dioxide,36.2
1998,ma,oil,million metric tons of carbon dioxide,53.9
1998,mi,oil,million metric tons of carbon dioxide,66.0
1998,mn,oil,million metric tons of carbon dioxide,40.3
1998,ms,oil,million metric tons of carbon dioxide,31.6
1998,mo,oil,million metric tons of carbon dioxide,50.8
1998,mt,oil,million metric tons of carbon dioxide,10.8
1998,ne,oil,million metric tons of carbon dioxide,16.7
1998,nv,oil,million metric tons of carbon dioxide,15.1
1998,nh,oil,million metric tons of carbon dioxide,12.0
1998,nj,oil,million metric tons of carbon dioxide,75.2
1998,nm,oil,million metric tons of carbon dioxide,15.2
1998,ny,oil,million metric tons of carbon dioxide,105.1
1998,nc,oil,million metric tons of carbon dioxide,59.6
1998,nd,oil,million metric tons of carbon dioxide,7.3
1998,oh,oil,million metric tons of carbon dioxide,78.7
1998,ok,oil,million metric tons of carbon dioxide,31.6
1998,or,oil,million metric tons of carbon dioxide,25.6
1998,pa,oil,million metric tons of carbon dioxide,92.6
1998,ri,oil,million metric tons of carbon dioxide,6.8
1998,sc,oil,million metric tons of carbon dioxide,30.9
1998,sd,oil,million metric tons of carbon dioxide,7.2
1998,tn,oil,million metric tons of carbon dioxide,44.8
1998,tx,oil,million metric tons of carbon dioxide,293.5
1998,ut,oil,million metric tons of carbon dioxide,16.6
1998,vt,oil,million metric tons of carbon dioxide,5.8
1998,va,oil,million metric tons of carbon dioxide,56.2
1998,wa,oil,million metric tons of carbon dioxide,56.9
1998,wv,oil,million metric tons of carbon dioxide,14.5
1998,wi,oil,million metric tons of carbon dioxide,37.2
1998,wy,oil,million metric tons of carbon dioxide,8.8
1998,us,oil,million metric tons of carbon dioxide,2371.0
1999,al,oil,million metric tons of carbon dioxide,35.8
1999,ak,oil,million metric tons of carbon dioxide,19.7
1999,az,oil,million metric tons of carbon dioxide,33.3
1999,ar,oil,million metric tons of carbon dioxide,24.3
1999,ca,oil,million metric tons of carbon dioxide,233.8
1999,co,oil,million metric tons of carbon dioxide,27.5
1999,ct,oil,million metric tons of carbon dioxide,31.9
1999,de,oil,million metric tons of carbon dioxide,9.8
1999,dc,oil,million metric tons of carbon dioxide,2.4
1999,fl,oil,million metric tons of carbon dioxide,132.6
1999,ga,oil,million metric tons of carbon dioxide,68.5
1999,hi,oil,million metric tons of carbon dioxide,16.8
1999,id,oil,million metric tons of carbon dioxide,10.3
1999,il,oil,million metric tons of carbon dioxide,82.2
1999,in,oil,million metric tons of carbon dioxide,56.5
1999,ia,oil,million metric tons of carbon dioxide,24.8
1999,ks,oil,million metric tons of carbon dioxide,27.2
1999,ky,oil,million metric tons of carbon dioxide,39.9
1999,la,oil,million metric tons of carbon dioxide,108.7
1999,me,oil,million metric tons of carbon dioxide,19.4
1999,md,oil,million metric tons of carbon dioxide,38.3
1999,ma,oil,million metric tons of carbon dioxide,51.4
1999,mi,oil,million metric tons of carbon dioxide,69.5
1999,mn,oil,million metric tons of carbon dioxide,41.9
1999,ms,oil,million metric tons of carbon dioxide,32.0
1999,mo,oil,million metric tons of carbon dioxide,51.9
1999,mt,oil,million metric tons of carbon dioxide,11.3
1999,ne,oil,million metric tons of carbon dioxide,16.6
1999,nv,oil,million metric tons of carbon dioxide,15.6
1999,nh,oil,million metric tons of carbon dioxide,12.4
1999,nj,oil,million metric tons of carbon dioxide,76.8
1999,nm,oil,million metric tons of carbon dioxide,16.0
1999,ny,oil,million metric tons of carbon dioxide,107.1
1999,nc,oil,million metric tons of carbon dioxide,59.0
1999,nd,oil,million metric tons of carbon dioxide,7.7
1999,oh,oil,million metric tons of carbon dioxide,82.8
1999,ok,oil,million metric tons of carbon dioxide,33.7
1999,or,oil,million metric tons of carbon dioxide,26.3
1999,pa,oil,million metric tons of carbon dioxide,93.4
1999,ri,oil,million metric tons of carbon dioxide,6.8
1999,sc,oil,million metric tons of carbon dioxide,31.4
1999,sd,oil,million metric tons of carbon dioxide,7.2
1999,tn,oil,million metric tons of carbon dioxide,46.0
1999,tx,oil,million metric tons of carbon dioxide,278.1
1999,ut,oil,million metric tons of carbon dioxide,17.1
1999,vt,oil,million metric tons of carbon dioxide,5.9
1999,va,oil,million metric tons of carbon dioxide,56.9
1999,wa,oil,million metric tons of carbon dioxide,58.7
1999,wv,oil,million metric tons of carbon dioxide,14.1
1999,wi,oil,million metric tons of carbon dioxide,40.0
1999,wy,oil,million metric tons of carbon dioxide,10.0
1999,us,oil,million metric tons of carbon dioxide,2421.4
2000,al,oil,million metric tons of carbon dioxide,37.3
2000,ak,oil,million metric tons of carbon dioxide,19.5
2000,az,oil,million metric tons of carbon dioxide,34.1
2000,ar,oil,million metric tons of carbon dioxide,24.8
2000,ca,oil,million metric tons of carbon dioxide,244.9
2000,co,oil,million metric tons of carbon dioxide,28.5
2000,ct,oil,million metric tons of carbon dioxide,30.8
2000,de,oil,million metric tons of carbon dioxide,9.2
2000,dc,oil,million metric tons of carbon dioxide,2.4
2000,fl,oil,million metric tons of carbon dioxide,137.2
2000,ga,oil,million metric tons of carbon dioxide,69.3
2000,hi,oil,million metric tons of carbon dioxide,17.1
2000,id,oil,million metric tons of carbon dioxide,10.4
2000,il,oil,million metric tons of carbon dioxide,82.4
2000,in,oil,million metric tons of carbon dioxide,57.6
2000,ia,oil,million metric tons of carbon dioxide,24.7
2000,ks,oil,million metric tons of carbon dioxide,25.1
2000,ky,oil,million metric tons of carbon dioxide,39.2
2000,la,oil,million metric tons of carbon dioxide,123.2
2000,me,oil,million metric tons of carbon dioxide,18.8
2000,md,oil,million metric tons of carbon dioxide,36.4
2000,ma,oil,million metric tons of carbon dioxide,52.6
2000,mi,oil,million metric tons of carbon dioxide,66.8
2000,mn,oil,million metric tons of carbon dioxide,43.1
2000,ms,oil,million metric tons of carbon dioxide,31.0
2000,mo,oil,million metric tons of carbon dioxide,45.5
2000,mt,oil,million metric tons of carbon dioxide,11.0
2000,ne,oil,million metric tons of carbon dioxide,15.3
2000,nv,oil,million metric tons of carbon dioxide,16.2
2000,nh,oil,million metric tons of carbon dioxide,11.9
2000,nj,oil,million metric tons of carbon dioxide,80.2
2000,nm,oil,million metric tons of carbon dioxide,15.5
2000,ny,oil,million metric tons of carbon dioxide,113.4
2000,nc,oil,million metric tons of carbon dioxide,62.0
2000,nd,oil,million metric tons of carbon dioxide,7.9
2000,oh,oil,million metric tons of carbon dioxide,82.0
2000,ok,oil,million metric tons of carbon dioxide,35.2
2000,or,oil,million metric tons of carbon dioxide,25.4
2000,pa,oil,million metric tons of carbon dioxide,96.7
2000,ri,oil,million metric tons of carbon dioxide,6.9
2000,sc,oil,million metric tons of carbon dioxide,32.0
2000,sd,oil,million metric tons of carbon dioxide,7.4
2000,tn,oil,million metric tons of carbon dioxide,46.5
2000,tx,oil,million metric tons of carbon dioxide,278.6
2000,ut,oil,million metric tons of carbon dioxide,17.9
2000,vt,oil,million metric tons of carbon dioxide,6.2
2000,va,oil,million metric tons of carbon dioxide,60.4
2000,wa,oil,million metric tons of carbon dioxide,57.3
2000,wv,oil,million metric tons of carbon dioxide,14.2
2000,wi,oil,million metric tons of carbon dioxide,39.7
2000,wy,oil,million metric tons of carbon dioxide,9.7
2000,us,oil,million metric tons of carbon dioxide,2461.3
2001,al,oil,million metric tons of carbon dioxide,35.8
2001,ak,oil,million metric tons of carbon dioxide,20.0
2001,az,oil,million metric tons of carbon dioxide,35.3
2001,ar,oil,million metric tons of carbon dioxide,24.6
2001,ca,oil,million metric tons of carbon dioxide,246.4
2001,co,oil,million metric tons of carbon dioxide,30.2
2001,ct,oil,million metric tons of carbon dioxide,29.9
2001,de,oil,million metric tons of carbon dioxide,9.7
2001,dc,oil,million metric tons of carbon dioxide,2.4
2001,fl,oil,million metric tons of carbon dioxide,139.4
2001,ga,oil,million metric tons of carbon dioxide,69.0
2001,hi,oil,million metric tons of carbon dioxide,17.5
2001,id,oil,million metric tons of carbon dioxide,10.2
2001,il,oil,million metric tons of carbon dioxide,80.7
2001,in,oil,million metric tons of carbon dioxide,54.2
2001,ia,oil,million metric tons of carbon dioxide,24.2
2001,ks,oil,million metric tons of carbon dioxide,23.8
2001,ky,oil,million metric tons of carbon dioxide,42.0
2001,la,oil,million metric tons of carbon dioxide,111.1
2001,me,oil,million metric tons of carbon dioxide,16.3
2001,md,oil,million metric tons of carbon dioxide,38.0
2001,ma,oil,million metric tons of carbon dioxide,52.6
2001,mi,oil,million metric tons of carbon dioxide,66.0
2001,mn,oil,million metric tons of carbon dioxide,43.2
2001,ms,oil,million metric tons of carbon dioxide,33.3
2001,mo,oil,million metric tons of carbon dioxide,48.5
2001,mt,oil,million metric tons of carbon dioxide,11.0
2001,ne,oil,million metric tons of carbon dioxide,14.9
2001,nv,oil,million metric tons of carbon dioxide,17.2
2001,nh,oil,million metric tons of carbon dioxide,11.8
2001,nj,oil,million metric tons of carbon dioxide,79.9
2001,nm,oil,million metric tons of carbon dioxide,16.5
2001,ny,oil,million metric tons of carbon dioxide,114.7
2001,nc,oil,million metric tons of carbon dioxide,61.3
2001,nd,oil,million metric tons of carbon dioxide,9.0
2001,oh,oil,million metric tons of carbon dioxide,83.3
2001,ok,oil,million metric tons of carbon dioxide,39.1
2001,or,oil,million metric tons of carbon dioxide,24.0
2001,pa,oil,million metric tons of carbon dioxide,97.8
2001,ri,oil,million metric tons of carbon dioxide,7.0
2001,sc,oil,million metric tons of carbon dioxide,33.0
2001,sd,oil,million metric tons of carbon dioxide,7.3
2001,tn,oil,million metric tons of carbon dioxide,47.6
2001,tx,oil,million metric tons of carbon dioxide,285.6
2001,ut,oil,million metric tons of carbon dioxide,17.8
2001,vt,oil,million metric tons of carbon dioxide,6.2
2001,va,oil,million metric tons of carbon dioxide,61.6
2001,wa,oil,million metric tons of carbon dioxide,53.2
2001,wv,oil,million metric tons of carbon dioxide,15.1
2001,wi,oil,million metric tons of carbon dioxide,39.9
2001,wy,oil,million metric tons of carbon dioxide,10.7
2001,us,oil,million metric tons of carbon dioxide,2470.1
2002,al,oil,million metric tons of carbon dioxide,37.8
2002,ak,oil,million metric tons of carbon dioxide,19.7
2002,az,oil,million metric tons of carbon dioxide,35.6
2002,ar,oil,million metric tons of carbon dioxide,24.0
2002,ca,oil,million metric tons of carbon dioxide,255.2
2002,co,oil,million metric tons of carbon dioxide,29.5
